 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"260740 Itacuruba";13;1;9;23
"260750 Itaíba";119;92;103;314
"260765 Itambé";180;168;169;517
"260770 Itapetim";125;90;94;309
"260775 Itapissuma";125;135;111;371
"260780 Itaquitinga";117;119;86;322
"260790 Jaboatão dos Guararapes";2545;2658;2651;7854
"260800 Jataúba";127;146;88;361
"260810 João Alfredo";248;186;189;623
"260820 Joaquim Nabuco";164;135;134;433
"260825 Jucati";98;96;91;285
"260830 Jupi";143;143;110;396
"260840 Jurema";172;173;115;460
"260850 Lagoa de Itaenga";105;151;137;393
"260845 Lagoa do Carro";40;51;65;156
"260860 Lagoa do Ouro";86;73;80;239
"260870 Lagoa dos Gatos";93;67;35;195
"260880 Lajedo";303;310;277;890
"260890 Limoeiro";555;536;492;1583
"260900 Macaparana";156;234;206;596
"260910 Machados";50;80;79;209
"260920 Maraial";229;186;187;602
"260930 Mirandiba";63;68;62;193
"261430 Moreilândia";23;30;20;73
"260940 Moreno";317;309;298;924
"260950 Nazaré da Mata";235;218;210;663
"260960 Olinda";2159;2462;2240;6861
"260970 Orobó";70;173;117;360
"260980 Orocó";55;36;37;128
"260990 Ouricuri";110;237;220;567
"261000 Palmares";639;547;491;1677
"261010 Palmeirina";72;71;63;206
"261020 Panelas";214;168;151;533
"261030 Paranatama";94;80;85;259
"261040 Parnamirim";61;55;65;181
"261050 Passira";181;184;155;520
"261060 Paudalho";355;356;329;1040
"261070 Paulista";1174;1241;1129;3544
"261080 Pedra";121;124;128;373
"261090 Pesqueira";559;490;490;1539
"261100 Petrolândia";155;175;135;465
"261110 Petrolina";787;818;826;2431
"261120 Poção";151;75;107;333
"261130 Pombos";133;166;142;441
"261140 Primavera";71;58;67;196
"261150 Quipapá";302;206;205;713
"261153 Quixaba";-;14;23;37
"261160 Recife";10263;10011;9901;30175
"261170 Riacho das Almas";220;160;81;461
"261180 Ribeirão";416;121;233;770
"261190 Rio Formoso";326;319;276;921
"261200 Sairé";97;74;75;246
"261210 Salgadinho";43;35;36;114
"261220 Salgueiro";200;195;228;623
"261230 Saloá";98;94;93;285
"261240 Sanharó";67;73;97;237
"261245 Santa Cruz";108;59;58;225
"261247 Santa Cruz da Baixa Verde";28;82;76;186
"261250 Santa Cruz do Capibaribe";271;228;83;582
"261260 Santa Maria da Boa Vista";138;125;173;436
"261270 Santa Maria do Cambucá";84;72;61;217
"261280 Santa Terezinha";75;37;50;162
"261290 São Benedito do Sul";96;42;78;216
"261300 São Bento do Una";360;334;244;938
"261310 São Caitano";363;332;237;932
"261320 São João";155;154;164;473
"261330 São Joaquim do Monte";186;183;156;525
"261340 São José da Coroa Grande";114;92;90;296
"261350 São José do Belmonte";119;141;97;357
"261360 São José do Egito";126;72;101;299
"261370 São Lourenço da Mata";429;561;479;1469
"261380 São Vicente Ferrer";88;106;76;270
"261390 Serra Talhada";619;505;421;1545
"261400 Serrita";53;44;42;139
"261410 Sertânia";273;216;192;681
"261420 Sirinhaém";245;83;115;443
"261440 Solidão";24;26;24;74
"261450 Surubim";316;428;358;1102
"261460 Tabira";133;137;127;397
"261470 Tacaimbó";114;80;70;264
"261480 Tacaratu";100;110;80;290
"261500 Taquaritinga do Norte";151;155;122;428
"261510 Terezinha";30;31;25;86
"261520 Terra Nova";82;28;25;135
"261530 Timbaúba";592;390;462;1444
"261540 Toritama";134;125;105;364
"261550 Tracunhaém";69;55;65;189
"261560 Trindade";112;49;79;240
"261570 Triunfo";141;117;128;386
"261580 Tupanatinga";75;69;80;224
"261590 Tuparetama";79;77;71;227
"261600 Venturosa";82;70;76;228
"261610 Verdejante";47;46;39;132
"261618 Vertente do Lério";3;51;23;77
"261620 Vertentes";125;151;97;373
"261630 Vicência";92;169;167;428
"261640 Vitória de Santo Antão";884;806;818;2508
"261650 Xexéu";127;84;65;276
"260000 Município ignorado - PE";267;408;401;1076
"270010 Água Branca";134;118;96;348
"270020 Anadia";92;96;98;286
"270030 Arapiraca";860;1122;1066;3048
"270040 Atalaia";171;171;156;498
"270050 Barra de Santo Antônio";62;21;61;144
"270060 Barra de São Miguel";37;48;35;120
"270070 Batalha";77;71;71;219
"270080 Belém";25;22;11;58
"270090 Belo Monte";21;22;12;55
"270100 Boca da Mata";126;95;130;351
"270110 Branquinha";42;44;83;169
"270120 Cacimbinhas";42;33;48;123
"270130 Cajueiro";132;164;144;440
"270140 Campo Alegre";114;109;110;333
"270150 Campo Grande";34;23;25;82
"270160 Canapi";63;37;34;134
"270170 Capela";107;97;106;310
"270180 Carneiros";59;42;54;155
"270190 Chã Preta";45;44;56;145
"270200 Coité do Nóia";34;48;26;108
"270210 Colônia Leopoldina";63;107;105;275
"270220 Coqueiro Seco";34;32;34;100
"270230 Coruripe";246;331;287;864
"270235 Craíbas";99;84;110;293
"270240 Delmiro Gouveia";188;125;57;370
"270250 Dois Riachos";47;45;14;106
"270255 Estrela de Alagoas";50;49;20;119
"270260 Feira Grande";44;49;55;148
"270270 Feliz Deserto";16;28;27;71
"270280 Flexeiras";87;72;128;287
"270290 Girau do Ponciano";72;95;91;258
"270300 Ibateguara";82;53;83;218
"270310 Igaci";89;84;96;269
"270320 Igreja Nova";72;77;97;246
"270330 Inhapi";18;53;21;92
"270340 Jacaré dos Homens";13;20;15;48
"270350 Jacuípe";77;70;67;214
"270360 Japaratinga";51;50;28;129
"270370 Jaramataia";5;10;16;31
"270380 Joaquim Gomes";77;114;89;280
"270390 Jundiá";119;82;79;280
"270400 Junqueiro";99;89;92;280
"270410 Lagoa da Canoa";75;47;53;175
"270420 Limoeiro de Anadia";84;57;81;222
"270430 Maceió";4429;4277;4405;13111
"270440 Major Isidoro";78;61;59;198
"270490 Mar Vermelho";12;14;11;37
"270450 Maragogi";123;94;116;333
"270460 Maravilha";46;42;57;145
"270470 Marechal Deodoro";280;144;311;735
"270480 Maribondo";69;79;71;219
"270500 Mata Grande";115;120;50;285
"270510 Matriz de Camaragibe";156;164;153;473
"270520 Messias";70;72;54;196
"270530 Minador do Negrão";23;32;15;70
"270540 Monteirópolis";40;23;32;95
"270550 Murici";60;37;129;226
"270560 Novo Lino";99;110;79;288
"270570 Olho d'Água das Flores";141;125;127;393
"270580 Olho d'Água do Casado";30;39;23;92
"270590 Olho d'Água Grande";1;7;1;9
"270600 Olivença";25;39;29;93
"270610 Ouro Branco";48;38;57;143
"270620 Palestina";2;3;3;8
"270630 Palmeira dos Índios";425;360;380;1165
"270640 Pão de Açúcar";110;115;87;312
"270642 Pariconha";54;59;44;157
"270644 Paripueira";71;43;55;169
"270650 Passo de Camaragibe";54;61;60;175
"270660 Paulo Jacinto";79;63;68;210
"270670 Penedo";341;365;383;1089
"270680 Piaçabuçu";125;99;106;330
"270690 Pilar";227;77;159;463
"270700 Pindoba";13;18;12;43
"270710 Piranhas";93;65;85;243
"270720 Poço das Trincheiras";24;34;33;91
"270730 Porto Calvo";314;279;244;837
"270740 Porto de Pedras";41;47;45;133
"270750 Porto Real do Colégio";74;108;81;263
"270760 Quebrangulo";62;74;61;197
"270770 Rio Largo";377;349;369;1095
"270780 Roteiro";80;39;117;236
"270790 Santa Luzia do Norte";39;35;47;121
"270800 Santana do Ipanema";186;170;154;510
"270810 Santana do Mundaú";43;57;38;138
"270820 São Brás";23;29;23;75
"270830 São José da Laje";231;268;236;735
"270840 São José da Tapera";66;97;89;252
"270850 São Luís do Quitunde";212;167;211;590
"270860 São Miguel dos Campos";273;171;270;714
"270870 São Miguel dos Milagres";23;15;69;107
"270880 São Sebastião";87;75;106;268
"270890 Satuba";46;61;49;156
"270895 Senador Rui Palmeira";28;17;35;80
"270900 Tanque d'Arca";25;32;23;80
"270910 Taquarana";103;93;80;276
"270915 Teotônio Vilela";70;135;239;444
"270920 Traipu";33;51;47;131
"270930 União dos Palmares";425;329;293;1047
"270940 Viçosa";216;178;183;577
"270000 Município ignorado - AL";7;11;21;39
"280010 Amparo de São Francisco";8;2;16;26
"280020 Aquidabã";97;111;144;352
"280030 Aracaju";2610;3805;3296;9711
"280040 Arauá";49;40;62;151
"280050 Areia Branca";43;25;21;89
"280060 Barra dos Coqueiros";73;76;57;206
"280067 Boquim";105;129;131;365
"280070 Brejo Grande";60;13;32;105
"280100 Campo do Brito";81;25;37;143
"280110 Canhoba";27;2;27;56
"280120 Canindé de São Francisco";40;22;50;112
"280130 Capela";148;141;152;441
"280140 Carira";43;35;30;108
"280150 Carmópolis";36;45;60;141
"280160 Cedro de São João";39;39;61;139
"280170 Cristinápolis";68;76;74;218
"280190 Cumbe";31;33;23;87
"280200 Divina Pastora";5;4;15;24
"280210 Estância";332;367;341;1040
"280220 Feira Nova";26;28;20;74
"280230 Frei Paulo";72;66;57;195
"280240 Gararu";40;43;58;141
"280250 General Maynard";30;4;29;63
"280260 Gracho Cardoso";21;17;38;76
"280270 Ilha das Flores";94;31;54;179
"280280 Indiaroba";76;17;53;146
"280290 Itabaiana";425;371;506;1302
"280300 Itabaianinha";135;55;76;266
"280310 Itabi";30;39;26;95
"280320 Itaporanga d'Ajuda";76;48;86;210
"280330 Japaratuba";52;64;83;199
"280340 Japoatã";68;21;29;118
"280350 Lagarto";381;78;70;529
"280360 Laranjeiras";74;44;105;223
"280370 Macambira";23;20;9;52
"280380 Malhada dos Bois";10;10;15;35
"280390 Malhador";34;13;23;70
"280400 Maruim";97;27;65;189
"280410 Moita Bonita";49;43;47;139
"280420 Monte Alegre de Sergipe";59;61;65;185
"280430 Muribeca";30;25;43;98
"280440 Neópolis";136;94;117;347
"280445 Nossa Senhora Aparecida";24;40;26;90
"280450 Nossa Senhora da Glória";102;121;148;371
"280460 Nossa Senhora das Dores";123;112;129;364
"280470 Nossa Senhora de Lourdes";15;15;17;47
"280480 Nossa Senhora do Socorro";299;280;324;903
"280490 Pacatuba";54;52;89;195
"280500 Pedra Mole";4;6;-;10
"280510 Pedrinhas";25;30;42;97
"280520 Pinhão";25;13;15;53
"280530 Pirambu";28;10;15;53
"280540 Poço Redondo";107;56;86;249
"280550 Poço Verde";113;113;91;317
"280560 Porto da Folha";101;87;124;312
"280570 Propriá";196;176;305;677
"280580 Riachão do Dantas";89;33;16;138
"280590 Riachuelo";29;32;49;110
"280600 Ribeirópolis";71;96;94;261
"280610 Rosário do Catete";45;26;28;99
"280620 Salgado";62;69;64;195
"280630 Santa Luzia do Itanhy";42;33;20;95
"280650 Santa Rosa de Lima";10;6;16;32
"280640 Santana do São Francisco";-;25;40;65
"280660 Santo Amaro das Brotas";78;57;58;193
"280670 São Cristóvão";261;347;284;892
"280680 São Domingos";26;18;18;62
"280690 São Francisco";19;4;51;74
"280700 São Miguel do Aleixo";7;12;10;29
"280710 Simão Dias";200;199;264;663
"280720 Siriri";13;15;25;53
"280730 Telha";15;11;23;49
"280740 Tobias Barreto";282;104;202;588
"280750 Tomar do Geru";72;18;22;112
"280760 Umbaúba";67;79;53;199
"280000 Município ignorado - SE";-;12;757;769
"290010 Abaíra";46;38;35;119
"290020 Abaré";36;13;1;50
"290030 Acajutiba";117;113;105;335
"290035 Adustina";1;-;-;1
"290040 Água Fria";83;86;26;195
"290060 Aiquara";27;2;32;61
"290070 Alagoinhas";581;693;722;1996
"290080 Alcobaça";79;78;72;229
"290090 Almadina";66;50;58;174
"290100 Amargosa";210;217;203;630
"290110 Amélia Rodrigues";25;14;94;133
"290115 América Dourada";45;41;38;124
"290120 Anagé";57;94;84;235
"290130 Andaraí";53;69;61;183
"290135 Andorinha";35;42;35;112
"290140 Angical";34;41;47;122
"290150 Anguera";3;4;2;9
"290160 Antas";59;51;57;167
"290170 Antônio Cardoso";49;48;40;137
"290180 Antônio Gonçalves";53;27;35;115
"290190 Aporá";60;102;73;235
"290195 Apuarema";5;16;22;43
"290205 Araças";53;52;55;160
"290200 Aracatu";44;48;49;141
"290210 Araci";106;92;91;289
"290220 Aramari";43;49;29;121
"290225 Arataca";16;32;53;101
"290230 Aratuípe";6;9;24;39
"290240 Aurelino Leal";97;94;80;271
"290250 Baianópolis";25;43;45;113
"290260 Baixa Grande";3;51;70;124
"290265 Banzaê";1;1;10;12
"290270 Barra";125;160;131;416
"290280 Barra da Estiva";68;66;75;209
"290290 Barra do Choça";60;59;63;182
"290300 Barra do Mendes";10;42;46;98
"290310 Barra do Rocha";17;49;23;89
"290320 Barreiras";374;308;440;1122
"290323 Barro Alto";3;21;39;63
"290330 Barro Preto";29;40;32;101
"290340 Belmonte";117;120;119;356
"290350 Belo Campo";36;54;37;127
"290360 Biritinga";61;67;59;187
"290370 Boa Nova";10;15;80;105
"290380 Boa Vista do Tupim";73;102;91;266
"290390 Bom Jesus da Lapa";330;377;297;1004
"290395 Bom Jesus da Serra";3;7;8;18
"290400 Boninal";57;53;63;173
"290405 Bonito";5;36;18;59
"290410 Boquira";112;113;106;331
"290420 Botuporã";25;39;28;92
"290430 Brejões";110;105;84;299
"290440 Brejolândia";24;21;17;62
"290450 Brotas de Macaúbas";55;52;44;151
"290460 Brumado";228;246;253;727
"290470 Buerarema";196;166;128;490
"290475 Buritirama";19;14;3;36
"290480 Caatiba";21;14;21;56
"290485 Cabaceiras do Paraguaçu";81;87;84;252
"290490 Cachoeira";182;167;162;511
"290500 Caculé";105;91;103;299
"290510 Caém";35;35;48;118
"290515 Caetanos";26;17;19;62
"290520 Caetité";242;263;258;763
"290530 Cafarnaum";48;42;40;130
"290540 Cairu";28;12;11;51
"290550 Caldeirão Grande";59;50;28;137
"290560 Camacan";190;152;196;538
"290570 Camaçari";432;555;563;1550
"290580 Camamu";95;133;106;334
"290590 Campo Alegre de Lourdes";7;3;37;47
"290600 Campo Formoso";125;265;194;584
"290610 Canápolis";23;32;35;90
"290620 Canarana";7;2;2;11
"290630 Canavieiras";134;194;171;499
"290640 Candeal";40;37;33;110
"290650 Candeias";362;308;294;964
"290660 Candiba";49;65;57;171
"290670 Cândido Sales";31;71;79;181
"290680 Cansanção";119;81;126;326
"290682 Canudos";30;42;40;112
"290685 Capela do Alto Alegre";39;36;28;103
"290687 Capim Grosso";102;90;95;287
"290689 Caraíbas";25;35;31;91
"290690 Caravelas";76;91;73;240
"290700 Cardeal da Silva";11;25;36;72
"290710 Carinhanha";65;65;79;209
"290720 Casa Nova";150;80;163;393
"290730 Castro Alves";156;118;164;438
"290740 Catolândia";7;4;4;15
"290750 Catu";249;237;226;712
"290755 Caturama";28;10;23;61
"290760 Central";38;63;73;174
"290770 Chorrochó";45;47;46;138
"290780 Cícero Dantas";132;59;62;253
"290790 Cipó";16;2;61;79
"290800 Coaraci";221;186;209;616
"290810 Cocos";48;29;37;114
"290820 Conceição da Feira";108;95;99;302
"290830 Conceição do Almeida";182;141;164;487
"290840 Conceição do Coité";262;220;200;682
"290850 Conceição do Jacuípe";10;10;18;38
"290860 Conde";21;78;81;180
"290870 Condeúba";75;83;88;246
"290880 Contendas do Sincorá";18;22;4;44
"290890 Coração de Maria";50;12;5;67
"290900 Cordeiros";34;33;33;100
"290910 Coribe";34;36;35;105
"290920 Coronel João Sá";44;46;45;135
"290930 Correntina";74;103;92;269
"290940 Cotegipe";14;28;30;72
"290950 Cravolândia";34;15;22;71
"290960 Crisópolis";36;42;50;128
"290970 Cristópolis";45;37;23;105
"290980 Cruz das Almas";169;316;296;781
"290990 Curaçá";45;10;27;82
"291000 Dário Meira";30;9;30;69
"291005 Dias d'Ávila";120;132;165;417
"291010 Dom Basílio";46;42;57;145
"291020 Dom Macedo Costa";32;36;39;107
"291030 Elísio Medrado";6;11;40;57
"291040 Encruzilhada";44;51;39;134
"291050 Entre Rios";203;174;159;536
"290050 Érico Cardoso";31;10;8;49
"291060 Esplanada";159;179;184;522
"291070 Euclides da Cunha";232;216;225;673
"291072 Eunápolis";377;373;404;1154
"291075 Fátima";4;6;4;14
"291077 Feira da Mata";14;7;9;30
"291080 Feira de Santana";1740;1694;1904;5338
"291085 Filadélfia";3;-;17;20
"291090 Firmino Alves";3;5;6;14
"291100 Floresta Azul";87;95;81;263
"291110 Formosa do Rio Preto";4;4;55;63
"291120 Gandu";191;128;170;489
"291125 Gavião";-;-;12;12
"291130 Gentio do Ouro";41;41;51;133
"291140 Glória";60;91;48;199
"291150 Gongogi";30;26;34;90
"291160 Governador Mangabeira";88;128;120;336
"291165 Guajeru";33;29;32;94
"291170 Guanambi";311;324;295;930
"291180 Guaratinga";68;36;10;114
"291185 Heliópolis";17;30;-;47
"291190 Iaçu";217;187;126;530
"291200 Ibiassucê";28;5;33;66
"291210 Ibicaraí";255;238;242;735
"291220 Ibicoara";30;11;9;50
"291230 Ibicuí";68;75;83;226
"291240 Ibipeba";6;16;41;63
"291250 Ibipitanga";57;30;24;111
"291260 Ibiquera";21;9;14;44
"291270 Ibirapitanga";115;88;111;314
"291280 Ibirapuã";41;35;54;130
"291290 Ibirataia";92;104;72;268
"291300 Ibitiara";102;90;96;288
"291310 Ibititá";28;35;6;69
"291320 Ibotirama";116;134;105;355
"291330 Ichu";31;23;20;74
"291340 Igaporã";41;42;62;145
"291345 Igrapiúna";29;27;12;68
"291350 Iguaí";79;91;92;262
"291360 Ilhéus";1042;1278;853;3173
"291370 Inhambupe";213;199;178;590
"291380 Ipecaetá";70;61;76;207
"291390 Ipiaú";257;316;376;949
"291400 Ipirá";254;324;268;846
"291410 Ipupiara";33;51;50;134
"291420 Irajuba";8;9;23;40
"291430 Iramaia";8;4;13;25
"291440 Iraquara";58;72;12;142
"291450 Irará";176;158;142;476
"291460 Irecê";122;147;157;426
"291465 Itabela";100;121;109;330
"291470 Itaberaba";396;376;389;1161
"291480 Itabuna";1535;1699;1178;4412
"291490 Itacaré";30;26;26;82
"291500 Itaeté";66;47;60;173
"291510 Itagi";74;76;68;218
"291520 Itagibá";47;9;50;106
"291530 Itagimirim";43;47;41;131
"291535 Itaguaçu da Bahia";-;10;35;45
"291540 Itaju do Colônia";9;26;20;55
"291550 Itajuípe";210;177;174;561
"291560 Itamaraju";400;403;453;1256
"291570 Itamari";33;32;23;88
"291580 Itambé";85;165;182;432
"291590 Itanagra";7;6;8;21
"291600 Itanhém";35;52;63;150
"291610 Itaparica";106;58;76;240
"291620 Itapé";82;79;70;231
"291630 Itapebi";64;52;51;167
"291640 Itapetinga";307;378;308;993
"291650 Itapicuru";33;53;33;119
"291660 Itapitanga";41;48;39;128
"291670 Itaquara";42;58;38;138
"291680 Itarantim";5;-;2;7
"291685 Itatim";31;33;37;101
"291690 Itiruçu";78;86;100;264
"291700 Itiúba";7;5;36;48
"291710 Itororó";129;116;116;361
"291720 Ituaçu";64;95;65;224
"291730 Ituberá";100;86;111;297
"291733 Iuiú";20;19;39;78
"291735 Jaborandi";12;14;19;45
"291740 Jacaraci";72;50;76;198
"291750 Jacobina";382;388;390;1160
"291760 Jaguaquara";204;183;230;617
"291770 Jaguarari";117;132;54;303
"291780 Jaguaripe";28;25;30;83
"291790 Jandaíra";35;48;42;125
"291800 Jequié";841;829;881;2551
"291810 Jeremoabo";118;118;100;336
"291820 Jiquiriçá";71;54;63;188
"291830 Jitaúna";96;100;87;283
"291835 João Dourado";40;56;64;160
"291840 Juazeiro";748;675;786;2209
"291845 Jucuruçu";12;28;28;68
"291850 Jussara";3;4;2;9
"291855 Jussari";43;33;26;102
"291860 Jussiape";48;64;43;155
"291870 Lafaiete Coutinho";18;14;17;49
"291875 Lagoa Real";29;26;23;78
"291880 Laje";18;12;16;46
"291890 Lajedão";25;22;23;70
"291900 Lajedinho";8;14;15;37
"291905 Lajedo do Tabocal";14;29;10;53
"291910 Lamarão";57;45;40;142
"291915 Lapão";52;41;40;133
"291920 Lauro de Freitas";321;326;364;1011
"291930 Lençóis";40;22;1;63
"291940 Licínio de Almeida";42;35;36;113
"291950 Livramento de Nossa Senhora";84;171;169;424
"291960 Macajuba";50;60;38;148
"291970 Macarani";76;67;80;223
"291980 Macaúbas";154;170;142;466
"291990 Macururé";25;34;38;97
"291992 Madre de Deus";46;40;63;149
"291995 Maetinga";25;24;9;58
"292000 Maiquinique";12;21;5;38
"292010 Mairi";114;132;119;365
"292020 Malhada";16;5;20;41
"292030 Malhada de Pedras";27;30;26;83
"292040 Manoel Vitorino";12;9;15;36
"292045 Mansidão";23;17;16;56
"292050 Maracás";127;58;40;225
"292060 Maragogipe";292;179;209;680
"292070 Maraú";60;45;66;171
"292080 Marcionílio Souza";56;47;29;132
"292090 Mascote";20;25;13;58
"292100 Mata de São João";133;111;165;409
"292105 Matina";25;24;23;72
"292110 Medeiros Neto";120;131;124;375
"292120 Miguel Calmon";151;134;187;472
"292130 Milagres";53;47;49;149
"292140 Mirangaba";28;62;39;129
"292145 Mirante";15;16;14;45
"292150 Monte Santo";126;143;9;278
"292160 Morpará";39;51;41;131
"292170 Morro do Chapéu";174;186;156;516
"292180 Mortugaba";40;40;37;117
"292190 Mucugê";13;25;54;92
"292200 Mucuri";66;72;61;199
"292205 Mulungu do Morro";12;31;25;68
"292210 Mundo Novo";103;117;96;316
"292220 Muniz Ferreira";25;25;33;83
"292225 Muquém de São Francisco";5;12;13;30
"292230 Muritiba";166;177;146;489
"292240 Mutuípe";93;104;127;324
"292250 Nazaré";88;27;247;362
"292260 Nilo Peçanha";39;30;26;95
"292265 Nordestina";22;32;15;69
"292270 Nova Canaã";52;46;55;153
"292273 Nova Fátima";1;2;36;39
"292275 Nova Ibiá";8;8;19;35
"292280 Nova Itarana";23;10;4;37
"292285 Nova Redenção";7;20;27;54
"292290 Nova Soure";5;2;74;81
"292300 Nova Viçosa";90;109;88;287
"292303 Novo Horizonte";71;63;42;176
"292305 Novo Triunfo";19;26;14;59
"292310 Olindina";36;3;38;77
"292320 Oliveira dos Brejinhos";59;91;59;209
"292330 Ouriçangas";69;57;65;191
"292335 Ourolândia";18;22;37;77
"292340 Palmas de Monte Alto";69;33;30;132
"292350 Palmeiras";28;41;29;98
"292360 Paramirim";53;56;5;114
"292370 Paratinga";69;101;43;213
"292380 Paripiranga";5;6;67;78
"292390 Pau Brasil";91;72;69;232
"292400 Paulo Afonso";405;411;514;1330
"292405 Pé de Serra";38;52;43;133
"292410 Pedrão";38;56;52;146
"292420 Pedro Alexandre";28;33;28;89
"292430 Piatã";60;65;36;161
"292440 Pilão Arcado";19;-;4;23
"292450 Pindaí";52;61;64;177
"292460 Pindobaçu";3;9;73;85
"292465 Pintadas";44;59;42;145
"292467 Piraí do Norte";25;20;18;63
"292470 Piripá";43;41;32;116
"292480 Piritiba";115;112;68;295
"292490 Planaltino";29;40;27;96
"292500 Planalto";100;90;106;296
"292510 Poções";264;218;225;707
"292520 Pojuca";131;137;121;389
"292525 Ponto Novo";-;12;22;34
"292530 Porto Seguro";148;177;211;536
"292540 Potiraguá";-;4;3;7
"292550 Prado";99;114;90;303
"292560 Presidente Dutra";20;17;29;66
"292570 Presidente Jânio Quadros";30;32;40;102
"292575 Presidente Tancredo Neves";33;26;43;102
"292580 Queimadas";86;82;86;254
"292590 Quijingue";74;84;33;191
"292593 Quixabeira";13;26;27;66
"292595 Rafael Jambeiro";63;59;91;213
"292600 Remanso";115;31;128;274
"292610 Retirolândia";64;42;47;153
"292620 Riachão das Neves";64;38;6;108
"292630 Riachão do Jacuípe";181;141;155;477
"292640 Riacho de Santana";103;117;101;321
"292650 Ribeira do Amparo";3;1;41;45
"292660 Ribeira do Pombal";6;6;134;146
"292665 Ribeirão do Largo";1;4;10;15
"292670 Rio de Contas";46;46;50;142
"292680 Rio do Antônio";57;45;33;135
"292690 Rio do Pires";44;49;5;98
"292700 Rio Real";125;117;139;381
"292710 Rodelas";27;23;16;66
"292720 Ruy Barbosa";217;250;254;721
"292730 Salinas da Margarida";9;3;44;56
"292740 Salvador";12559;13067;11684;37310
"292750 Santa Bárbara";97;98;107;302
"292760 Santa Brígida";69;70;44;183
"292770 Santa Cruz Cabrália";17;35;21;73
"292780 Santa Cruz da Vitória";50;42;40;132
"292790 Santa Inês";72;102;82;256
"292805 Santa Luzia";26;34;65;125
"292810 Santa Maria da Vitória";120;119;136;375
"292840 Santa Rita de Cássia";73;29;76;178
"292850 Santa Teresinha";44;46;33;123
"292800 Santaluz";113;127;116;356
"292820 Santana";96;83;84;263
"292830 Santanópolis";46;54;53;153
"292860 Santo Amaro";329;393;353;1075
"292870 Santo Antônio de Jesus";481;514;521;1516
"292880 Santo Estêvão";327;272;260;859
"292890 São Desidério";44;34;35;113
"292895 São Domingos";14;27;36;77
"292910 São Felipe";148;131;153;432
"292900 São Félix";96;103;98;297
"292905 São Félix do Coribe";16;27;31;74
"292920 São Francisco do Conde";117;95;67;279
"292925 São Gabriel";31;38;37;106
"292930 São Gonçalo dos Campos";144;169;140;453
"292935 São José da Vitória";51;31;23;105
"292937 São José do Jacuípe";23;28;25;76
"292940 São Miguel das Matas";25;9;14;48
"292950 São Sebastião do Passé";191;178;193;562
"292960 Sapeaçu";117;46;18;181
"292970 Sátiro Dias";85;70;86;241
"292975 Saubara";7;5;13;25
"292980 Saúde";72;109;66;247
"292990 Seabra";82;77;18;177
"293000 Sebastião Laranjeiras";32;19;30;81
"293010 Senhor do Bonfim";419;424;377;1220
"293020 Sento Sé";25;5;13;43
"293015 Serra do Ramalho";37;64;34;135
"293030 Serra Dourada";49;52;63;164
"293040 Serra Preta";80;104;36;220
"293050 Serrinha";278;359;328;965
"293060 Serrolândia";56;48;59;163
"293070 Simões Filho";276;298;337;911
"293075 Sítio do Mato";50;27;22;99
"293076 Sítio do Quinto";39;25;7;71
"293077 Sobradinho";54;56;55;165
"293080 Souto Soares";40;60;52;152
"293090 Tabocas do Brejo Velho";17;23;16;56
"293100 Tanhaçu";8;7;12;27
"293105 Tanque Novo";17;38;15;70
"293110 Tanquinho";2;6;42;50
"293120 Taperoá";28;67;61;156
"293130 Tapiramutá";41;47;36;124
"293135 Teixeira de Freitas";533;486;501;1520
"293140 Teodoro Sampaio";45;36;29;110
"293150 Teofilândia";97;92;78;267
"293160 Teolândia";25;29;33;87
"293170 Terra Nova";51;63;54;168
"293180 Tremedal";84;93;66;243
"293190 Tucano";94;120;123;337
"293200 Uauá";85;71;57;213
"293210 Ubaíra";91;135;138;364
"293220 Ubaitaba";140;151;166;457
"293230 Ubatã";148;157;148;453
"293240 Uibaí";20;12;21;53
"293245 Umburanas";-;1;3;4
"293250 Una";168;136;135;439
"293260 Urandi";61;68;58;187
"293270 Uruçuca";167;133;100;400
"293280 Utinga";22;73;72;167
"293290 Valença";429;431;426;1286
"293300 Valente";44;92;70;206
"293305 Várzea da Roça";57;60;52;169
"293310 Várzea do Poço";53;46;42;141
"293315 Várzea Nova";48;58;49;155
"293317 Varzedo";43;48;48;139
"293320 Vera Cruz";120;87;90;297
"293325 Vereda";6;17;14;37
"293330 Vitória da Conquista";1304;1479;1387;4170
"293340 Wagner";26;22;1;49
"293345 Wanderley";6;30;39;75
"293350 Wenceslau Guimarães";25;40;53;118
"293360 Xique-Xique";16;29;145;190
"290000 Município ignorado - BA";106;76;726;908
"310010 Abadia dos Dourados";34;69;55;158
"310020 Abaeté";149;133;155;437
"310030 Abre Campo";139;124;129;392
"310040 Acaiaca";28;22;21;71
"310050 Açucena";99;105;92;296
"310060 Água Boa";54;57;40;151
"310070 Água Comprida";12;9;9;30
"310080 Aguanil";4;19;9;32
"310090 Águas Formosas";122;128;114;364
"310100 Águas Vermelhas";70;43;54;167
"310110 Aimorés";192;160;148;500
"310120 Aiuruoca";5;6;4;15
"310130 Alagoa";24;22;24;70
"310140 Albertina";14;14;9;37
"310150 Além Paraíba";23;38;247;308
"310160 Alfenas";369;380;383;1132
"310163 Alfredo Vasconcelos";23;19;13;55
"310170 Almenara";197;234;231;662
"310180 Alpercata";33;31;31;95
