 Mortalidade - Brasil
Óbitos p/Residênc por Município e Ano do Óbito
Faixa Etária: Menor 1 ano
Período:1993-1995
"Município";"1993";"1994";"1995";"Total"
"430560 Colorado";1;1;-;2
"430570 Condor";4;1;2;7
"430580 Constantina";5;4;3;12
"430585 Coqueiros do Sul";1;1;-;2
"430590 Coronel Bicaco";3;7;4;14
"430595 Cotiporã";1;-;1;2
"430597 Coxilha";-;3;1;4
"430600 Crissiumal";2;1;2;5
"430605 Cristal";-;1;1;2
"430610 Cruz Alta";35;37;44;116
"430620 Cruzeiro do Sul";3;2;2;7
"430630 David Canabarro";1;3;3;7
"430632 Derrubadas";-;-;1;1
"430635 Dezesseis de Novembro";-;1;2;3
"430640 Dois Irmãos";5;6;2;13
"430642 Dois Irmãos das Missões";-;2;-;2
"430645 Dois Lajeados";-;-;1;1
"430650 Dom Feliciano";3;7;8;18
"430660 Dom Pedrito";22;27;25;74
"430670 Dona Francisca";3;1;1;5
"430673 Doutor Maurício Cardoso";2;1;-;3
"430676 Eldorado do Sul";9;4;1;14
"430680 Encantado";4;5;2;11
"430690 Encruzilhada do Sul";8;9;9;26
"430692 Engenho Velho";-;-;3;3
"430695 Entre Rios do Sul";4;1;1;6
"430693 Entre-Ijuís";1;1;1;3
"430697 Erebango";-;1;1;2
"430700 Erechim";21;25;16;62
"430705 Ernestina";1;1;1;3
"430720 Erval Grande";4;3;3;10
"430730 Erval Seco";4;6;1;11
"430740 Esmeralda";3;1;-;4
"430750 Espumoso";5;4;6;15
"430755 Estação";1;1;1;3
"430760 Estância Velha";12;17;8;37
"430770 Esteio";32;32;24;88
"430780 Estrela";6;6;10;22
"430783 Eugênio de Castro";3;-;-;3
"430786 Fagundes Varela";-;-;1;1
"430790 Farroupilha";16;11;10;37
"430800 Faxinal do Soturno";5;6;-;11
"430810 Feliz";1;1;2;4
"430820 Flores da Cunha";4;3;2;9
"430830 Fontoura Xavier";2;6;3;11
"430840 Formigueiro";2;2;1;5
"430845 Fortaleza dos Valos";4;1;1;6
"430850 Frederico Westphalen";21;17;17;55
"430860 Garibaldi";10;5;7;22
"430865 Garruchos";-;1;-;1
"430870 Gaurama";-;1;-;1
"430880 General Câmara";5;2;3;10
"430885 Gentil";1;1;-;2
"430890 Getúlio Vargas";5;3;2;10
"430900 Giruá";11;6;6;23
"430910 Gramado";6;17;3;26
"430912 Gramado dos Loureiros";-;1;-;1
"430915 Gramado Xavier";2;-;2;4
"430920 Gravataí";53;71;67;191
"430925 Guabiju";-;1;1;2
"430930 Guaíba";28;34;28;90
"430940 Guaporé";3;6;5;14
"430950 Guarani das Missões";3;6;6;15
"430955 Harmonia";-;1;-;1
"430710 Herval";6;5;3;14
"430960 Horizontina";4;2;5;11
"430975 Ibarama";-;2;1;3
"430980 Ibiaçá";-;2;1;3
"430990 Ibiraiaras";7;5;1;13
"430995 Ibirapuitã";2;3;2;7
"431000 Ibirubá";10;6;5;21
"431010 Igrejinha";15;10;5;30
"431020 Ijuí";28;27;17;72
"431030 Ilópolis";-;1;1;2
"431033 Imbé";-;2;4;6
"431036 Imigrante";1;1;-;2
"431040 Independência";2;4;4;10
"431041 Inhacorá";1;-;-;1
"431043 Ipê";1;-;5;6
"431050 Iraí";3;2;3;8
"431055 Itacurubi";-;1;-;1
"431057 Itapuca";-;-;1;1
"431060 Itaqui";23;32;17;72
"431070 Itatiba do Sul";1;2;3;6
"431080 Ivoti";1;2;2;5
"431085 Jaboticaba";-;2;1;3
"431090 Jacutinga";-;2;-;2
"431100 Jaguarão";7;16;6;29
"431110 Jaguari";7;1;6;14
"431112 Jaquirana";7;-;7;14
"431115 Jóia";1;-;2;3
"431120 Júlio de Castilhos";12;11;8;31
"431130 Lagoa Vermelha";11;12;20;43
"431125 Lagoão";2;3;3;8
"431140 Lajeado";25;15;15;55
"431150 Lavras do Sul";6;4;5;15
"431160 Liberato Salzano";2;2;1;5
"431162 Lindolfo Collor";1;1;-;2
"431170 Machadinho";4;2;1;7
"431175 Manoel Viana";2;-;-;2
"431177 Maquiné";5;3;2;10
"431179 Maratá";1;2;1;4
"431180 Marau";7;5;9;21
"431190 Marcelino Ramos";2;4;1;7
"431198 Mariana Pimentel";-;1;-;1
"431200 Mariano Moro";1;1;1;3
"431210 Mata";3;1;2;6
"431213 Mato Castelhano";-;-;1;1
"431220 Maximiliano de Almeida";3;6;4;13
"431225 Minas do Leão";4;4;2;10
"431230 Miraguaí";-;3;1;4
"431235 Montauri";-;1;-;1
"431238 Monte Belo do Sul";-;-;1;1
"431240 Montenegro";15;11;12;38
"431242 Mormaço";-;2;-;2
"431244 Morrinhos do Sul";-;1;2;3
"431245 Morro Redondo";3;-;1;4
"431247 Morro Reuter";-;-;2;2
"431250 Mostardas";1;8;1;10
"431260 Muçum";2;5;1;8
"431265 Não-Me-Toque";4;1;3;8
"431267 Nicolau Vergueiro";1;-;-;1
"431270 Nonoai";3;4;8;15
"431275 Nova Alvorada";1;-;-;1
"431290 Nova Bassano";1;-;1;2
"431300 Nova Bréscia";1;2;-;3
"431303 Nova Esperança do Sul";1;3;2;6
"431306 Nova Hartz";3;8;1;12
"431310 Nova Palma";2;3;1;6
"431320 Nova Petrópolis";3;2;5;10
"431330 Nova Prata";3;4;4;11
"431335 Nova Roma do Sul";1;1;2;4
"431337 Nova Santa Rita";6;7;6;19
"431340 Novo Hamburgo";100;94;97;291
"431342 Novo Machado";1;1;2;4
"431344 Novo Tiradentes";-;1;2;3
"431350 Osório";8;13;10;31
"431360 Paim Filho";1;2;-;3
"431365 Palmares do Sul";3;2;3;8
"431370 Palmeira das Missões";6;10;11;27
"431380 Palmitinho";5;7;3;15
"431390 Panambi";6;13;9;28
"431395 Pantano Grande";6;6;5;17
"431400 Paraí";-;1;2;3
"431402 Paraíso do Sul";-;2;-;2
"431405 Parobé";14;11;14;39
"431407 Passo do Sobrado";1;-;-;1
"431410 Passo Fundo";70;76;82;228
"431415 Paverama";1;3;3;7
"431420 Pedro Osório";7;4;4;15
"431430 Pejuçara";1;2;-;3
"431440 Pelotas";134;165;147;446
"431445 Pinhal";1;1;-;2
"431447 Pinhal Grande";1;1;1;3
"431450 Pinheiro Machado";5;16;10;31
"431455 Pirapó";1;-;-;1
"431460 Piratini";6;4;1;11
"431470 Planalto";6;5;3;14
"431475 Poço das Antas";-;1;1;2
"431477 Pontão";2;-;-;2
"431480 Portão";5;5;5;15
"431490 Porto Alegre";439;437;458;1334
"431500 Porto Lucena";1;4;5;10
"431505 Porto Mauá";1;1;-;2
"431507 Porto Vera Cruz";-;1;-;1
"431510 Porto Xavier";4;4;4;12
"431514 Presidente Lucena";1;-;-;1
"431515 Progresso";2;2;7;11
"431517 Protásio Alves";1;-;-;1
"431520 Putinga";1;-;1;2
"431530 Quaraí";13;19;8;40
"431532 Quevedos";1;1;-;2
"431535 Quinze de Novembro";-;-;1;1
"431540 Redentora";2;4;1;7
"431545 Relvado";1;-;-;1
"431550 Restinga Seca";3;5;3;11
"431560 Rio Grande";105;89;88;282
"431570 Rio Pardo";11;9;19;39
"431575 Riozinho";2;2;-;4
"431580 Roca Sales";2;1;1;4
"431590 Rodeio Bonito";5;3;1;9
"431600 Rolante";3;6;10;19
"431610 Ronda Alta";6;3;3;12
"431620 Rondinha";4;4;1;9
"431630 Roque Gonzales";10;1;2;13
"431640 Rosário do Sul";9;18;16;43
"431642 Sagrada Família";1;-;-;1
"431643 Saldanha Marinho";1;-;1;2
"431645 Salto do Jacuí";1;4;3;8
"431650 Salvador do Sul";2;3;2;7
"431660 Sananduva";1;3;3;7
"431710 Sant'Ana do Livramento";49;47;56;152
"431670 Santa Bárbara do Sul";7;10;1;18
"431675 Santa Clara do Sul";2;-;-;2
"431680 Santa Cruz do Sul";40;41;49;130
"431690 Santa Maria";77;59;80;216
"431695 Santa Maria do Herval";3;3;-;6
"431720 Santa Rosa";19;9;18;46
"431725 Santa Tereza";-;-;2;2
"431730 Santa Vitória do Palmar";13;8;8;29
"431700 Santana da Boa Vista";4;3;2;9
"431740 Santiago";25;21;13;59
"431750 Santo Ângelo";26;28;26;80
"431760 Santo Antônio da Patrulha";9;6;7;22
"431770 Santo Antônio das Missões";5;7;2;14
"431755 Santo Antônio do Palma";-;1;-;1
"431775 Santo Antônio do Planalto";-;1;1;2
"431780 Santo Augusto";9;5;9;23
"431790 Santo Cristo";4;1;2;7
"431795 Santo Expedito do Sul";1;2;-;3
"431800 São Borja";29;33;35;97
"431805 São Domingos do Sul";-;1;-;1
"431810 São Francisco de Assis";7;6;7;20
"431820 São Francisco de Paula";10;7;11;28
"431830 São Gabriel";42;36;32;110
"431840 São Jerônimo";7;5;18;30
"431842 São João da Urtiga";1;2;1;4
"431843 São João do Polêsine";-;1;2;3
"431844 São Jorge";1;1;1;3
"431845 São José das Missões";-;1;-;1
"431846 São José do Herval";1;-;-;1
"431848 São José do Hortêncio";-;-;1;1
"431849 São José do Inhacorá";-;1;1;2
"431850 São José do Norte";17;12;15;44
"431860 São José do Ouro";-;2;-;2
"431862 São José dos Ausentes";-;-;1;1
"431870 São Leopoldo";67;81;71;219
"431880 São Lourenço do Sul";21;20;20;61
"431890 São Luiz Gonzaga";17;12;19;48
"431900 São Marcos";4;4;5;13
"431910 São Martinho";3;2;-;5
"431912 São Martinho da Serra";1;1;-;2
"431915 São Miguel das Missões";2;2;2;6
"431920 São Nicolau";3;4;-;7
"431930 São Paulo das Missões";-;3;2;5
"431935 São Pedro da Serra";-;-;1;1
"431937 São Pedro do Butiá";2;-;-;2
"431940 São Pedro do Sul";3;8;8;19
"431950 São Sebastião do Caí";4;5;8;17
"431960 São Sepé";8;7;5;20
"431970 São Valentim";1;1;2;4
"431971 São Valentim do Sul";1;1;-;2
"431973 São Valério do Sul";1;2;-;3
"431980 São Vicente do Sul";6;1;3;10
"431990 Sapiranga";31;37;27;95
"432000 Sapucaia do Sul";62;47;32;141
"432010 Sarandi";9;9;4;22
"432020 Seberi";4;5;7;16
"432023 Sede Nova";2;-;-;2
"432026 Segredo";3;2;-;5
"432030 Selbach";1;2;-;3
"432035 Sentinela do Sul";1;-;1;2
"432040 Serafina Corrêa";2;-;2;4
"432045 Sério";3;1;-;4
"432050 Sertão";3;5;5;13
"432055 Sertão Santana";-;3;2;5
"432060 Severiano de Almeida";-;2;1;3
"432067 Sinimbu";3;7;10;20
"432070 Sobradinho";6;6;5;17
"432080 Soledade";13;21;9;43
"432090 Tapejara";5;6;1;12
"432100 Tapera";3;1;1;5
"432110 Tapes";5;4;8;17
"432120 Taquara";23;19;16;58
"432130 Taquari";13;9;5;27
"432132 Taquaruçu do Sul";-;2;3;5
"432135 Tavares";1;5;3;9
"432140 Tenente Portela";6;9;5;20
"432143 Terra de Areia";2;1;1;4
"432145 Teutônia";5;2;2;9
"432147 Tiradentes do Sul";1;3;2;6
"432150 Torres";14;10;7;31
"432160 Tramandaí";8;11;4;23
"432162 Travesseiro";-;1;-;1
"432163 Três Arroios";-;1;-;1
"432166 Três Cachoeiras";-;1;-;1
"432170 Três Coroas";7;13;8;28
"432180 Três de Maio";13;8;6;27
"432183 Três Forquilhas";1;3;1;5
"432185 Três Palmeiras";-;3;-;3
"432190 Três Passos";10;10;8;28
"432195 Trindade do Sul";1;-;-;1
"432200 Triunfo";11;9;9;29
"432210 Tucunduva";3;1;4;8
"432215 Tunas";2;1;1;4
"432220 Tupanciretã";5;11;19;35
"432225 Tupandi";-;2;-;2
"432230 Tuparendi";2;5;4;11
"432240 Uruguaiana";95;75;112;282
"432250 Vacaria";30;19;33;82
"432253 Vale do Sol";2;1;5;8
"432254 Vale Real";1;-;2;3
"432255 Vanini";-;2;-;2
"432260 Venâncio Aires";20;15;21;56
"432270 Vera Cruz";8;3;5;16
"432280 Veranópolis";4;3;1;8
"432290 Viadutos";2;4;3;9
"432300 Viamão";80;93;77;250
"432310 Vicente Dutra";1;2;4;7
"432340 Vila Maria";2;-;1;3
"432345 Vila Nova do Sul";-;1;1;2
"432350 Vista Alegre";1;2;1;4
"432370 Vista Gaúcha";-;3;1;4
"432375 Vitória das Missões";-;1;1;2
"432380 Xangri-lá";2;4;1;7
"430000 Município ignorado - RS";6;-;1;7
"500020 Água Clara";4;5;5;14
"500025 Alcinópolis";-;1;1;2
"500060 Amambai";16;18;17;51
"500070 Anastácio";10;27;15;52
"500080 Anaurilândia";7;4;6;17
"500085 Angélica";2;6;1;9
"500090 Antônio João";2;2;8;12
"500100 Aparecida do Taboado";11;13;7;31
"500110 Aquidauana";27;51;52;130
"500124 Aral Moreira";2;-;7;9
"500150 Bandeirantes";6;3;3;12
"500190 Bataguassu";8;13;13;34
"500200 Batayporã";4;7;6;17
"500210 Bela Vista";20;10;16;46
"500215 Bodoquena";3;4;7;14
"500220 Bonito";8;13;13;34
"500230 Brasilândia";12;9;11;32
"500240 Caarapó";16;19;13;48
"500260 Camapuã";6;10;15;31
"500270 Campo Grande";318;363;341;1022
"500290 Cassilândia";9;11;5;25
"500295 Chapadão do Sul";4;8;5;17
"500310 Corguinho";2;3;-;5
"500315 Coronel Sapucaia";3;10;14;27
"500320 Corumbá";68;107;137;312
"500325 Costa Rica";2;3;6;11
"500330 Coxim";8;10;13;31
"500345 Deodápolis";4;7;8;19
"500348 Dois Irmãos do Buriti";2;7;6;15
"500350 Douradina";1;2;1;4
"500370 Dourados";112;164;132;408
"500375 Eldorado";10;14;4;28
"500380 Fátima do Sul";7;9;9;25
"500400 Glória de Dourados";8;11;9;28
"500410 Guia Lopes da Laguna";3;6;4;13
"500430 Iguatemi";7;4;8;19
"500440 Inocência";7;2;-;9
"500450 Itaporã";2;9;6;17
"500460 Itaquiraí";13;14;12;39
"500470 Ivinhema";11;17;15;43
"500480 Japorã";3;1;-;4
"500490 Jaraguari";2;-;1;3
"500500 Jardim";14;7;13;34
"500510 Jateí";3;1;3;7
"500515 Juti";3;3;1;7
"500520 Ladário";4;7;10;21
"500525 Laguna Carapã";1;2;3;6
"500540 Maracaju";13;19;16;48
"500560 Miranda";11;20;25;56
"500568 Mundo Novo";21;13;12;46
"500570 Naviraí";22;21;28;71
"500580 Nioaque";2;7;6;15
"500600 Nova Alvorada do Sul";2;3;2;7
"500620 Nova Andradina";24;25;23;72
"500625 Novo Horizonte do Sul";2;5;7;14
"500630 Paranaíba";26;23;21;70
"500635 Paranhos";11;10;8;29
"500640 Pedro Gomes";1;2;2;5
"500660 Ponta Porã";36;38;35;109
"500690 Porto Murtinho";8;13;8;29
"500710 Ribas do Rio Pardo";16;11;9;36
"500720 Rio Brilhante";18;17;4;39
"500730 Rio Negro";4;-;2;6
"500740 Rio Verde de Mato Grosso";8;10;12;30
"500750 Rochedo";-;1;-;1
"500755 Santa Rita do Pardo";4;5;6;15
"500769 São Gabriel do Oeste";10;8;7;25
"500780 Selvíria";2;4;4;10
"500770 Sete Quedas";28;14;19;61
"500790 Sidrolândia";12;16;8;36
"500793 Sonora";6;2;2;10
"500795 Tacuru";5;2;7;14
"500797 Taquarussu";1;1;-;2
"500800 Terenos";2;3;4;9
"500830 Três Lagoas";45;47;31;123
"500840 Vicentina";3;4;1;8
"500000 Município ignorado - MS";4;9;15;28
"510020 Água Boa";1;3;4;8
"510025 Alta Floresta";25;27;39;91
"510030 Alto Araguaia";4;1;3;8
"510035 Alto Boa Vista";1;-;-;1
"510040 Alto Garças";6;6;1;13
"510050 Alto Paraguai";3;4;-;7
"510060 Alto Taquari";-;1;-;1
"510080 Apiacás";6;2;2;10
"510100 Araguaiana";1;2;1;4
"510125 Araputanga";7;5;4;16
"510130 Arenápolis";4;2;8;14
"510140 Aripuanã";5;3;10;18
"510160 Barão de Melgaço";3;-;1;4
"510170 Barra do Bugres";4;6;7;17
"510180 Barra do Garças";15;21;20;56
"510190 Brasnorte";4;-;2;6
"510250 Cáceres";8;28;30;66
"510260 Campinápolis";3;-;1;4
"510263 Campo Novo do Parecis";-;3;6;9
"510267 Campo Verde";2;7;1;10
"510269 Canabrava do Norte";-;1;-;1
"510270 Canarana";10;9;4;23
"510285 Castanheira";2;-;4;6
"510300 Chapada dos Guimarães";2;-;3;5
"510305 Cláudia";-;1;4;5
"510310 Cocalinho";1;2;3;6
"510320 Colíder";18;10;16;44
"510330 Comodoro";1;7;7;15
"510335 Confresa";1;-;4;5
"510337 Cotriguaçu";-;-;5;5
"510340 Cuiabá";65;74;150;289
"510345 Denise";3;8;8;19
"510350 Diamantino";7;10;14;31
"510360 Dom Aquino";2;-;2;4
"510380 Figueirópolis D'Oeste";1;1;1;3
"510390 General Carneiro";-;-;1;1
"510395 Glória D'Oeste";1;1;4;6
"510410 Guarantã do Norte";8;5;6;19
"510420 Guiratinga";4;1;3;8
"510455 Itaúba";1;5;4;10
"510460 Itiquira";3;-;1;4
"510480 Jaciara";8;7;9;24
"510500 Jauru";1;3;1;5
"510510 Juara";19;19;21;59
"510515 Juína";27;22;25;74
"510517 Juruena";-;-;1;1
"510520 Juscimeira";2;2;3;7
"510523 Lambari D'Oeste";1;1;1;3
"510525 Lucas do Rio Verde";2;2;6;10
"510530 Luciara";1;1;-;2
"510558 Marcelândia";8;6;9;23
"510560 Matupá";5;9;9;23
"510562 Mirassol d'Oeste";17;18;13;48
"510590 Nobres";6;4;4;14
"510600 Nortelândia";5;5;10;20
"510610 Nossa Senhora do Livramento";-;1;-;1
"510615 Nova Bandeirantes";1;2;1;4
"510621 Nova Canaã do Norte";7;5;6;18
"510890 Nova Maringá";-;1;2;3
"510895 Nova Monte Verde";-;1;1;2
"510622 Nova Mutum";2;3;2;7
"510623 Nova Olímpia";6;7;6;19
"510625 Nova Xavantina";12;5;7;24
"510627 Novo Horizonte do Norte";1;2;3;6
"510628 Novo São Joaquim";3;7;3;13
"510629 Paranaíta";4;3;2;9
"510630 Paranatinga";7;14;6;27
"510637 Pedra Preta";4;6;4;14
"510642 Peixoto de Azevedo";40;44;18;102
"510650 Poconé";22;32;17;71
"510665 Pontal do Araguaia";2;1;2;5
"510670 Ponte Branca";-;-;1;1
"510675 Pontes e Lacerda";30;40;34;104
"510677 Porto Alegre do Norte";4;5;2;11
"510680 Porto dos Gaúchos";3;-;4;7
"510682 Porto Esperidião";-;2;3;5
"510685 Porto Estrela";-;1;-;1
"510700 Poxoréo";6;3;8;17
"510704 Primavera do Leste";9;14;5;28
"510706 Querência";-;1;-;1
"510715 Reserva do Cabaçal";3;-;-;3
"510718 Ribeirão Cascalheira";-;2;-;2
"510720 Rio Branco";1;1;1;3
"510760 Rondonópolis";49;36;24;109
"510770 Rosário Oeste";3;3;2;8
"510775 Salto do Céu";1;-;1;2
"510724 Santa Carmem";-;-;2;2
"510777 Santa Terezinha";7;-;-;7
"510726 Santo Afonso";2;2;-;4
"510780 Santo Antônio do Leverger";2;1;1;4
"510785 São Félix do Araguaia";1;4;3;8
"510730 São José do Rio Claro";6;10;14;30
"510735 São José do Xingu";1;-;-;1
"510710 São José dos Quatro Marcos";5;9;16;30
"510740 São Pedro da Cipa";2;1;1;4
"510790 Sinop";25;26;26;77
"510792 Sorriso";17;17;13;47
"510794 Tabaporã";-;-;1;1
"510795 Tangará da Serra";23;28;33;84
"510800 Tapurah";2;-;2;4
"510805 Terra Nova do Norte";3;-;2;5
"510810 Tesouro";-;3;-;3
"510840 Várzea Grande";31;26;28;85
"510850 Vera";4;7;3;14
"510550 Vila Bela da Santíssima Trindade";2;3;4;9
"510860 Vila Rica";1;2;3;6
"510000 Município ignorado - MT";-;2;2;4
"520010 Abadiânia";1;5;4;10
"520013 Acreúna";9;12;8;29
"520015 Adelândia";-;2;2;4
"520017 Água Fria de Goiás";-;-;1;1
"520030 Alexânia";1;3;3;7
"520060 Alto Paraíso de Goiás";4;1;-;5
"520080 Alvorada do Norte";1;3;3;7
"520085 Americano do Brasil";-;1;1;2
"520090 Amorinópolis";-;1;-;1
"520110 Anápolis";177;168;140;485
"520120 Anhanguera";1;2;-;3
"520130 Anicuns";5;7;1;13
"520140 Aparecida de Goiânia";75;101;154;330
"520150 Aporé";-;4;3;7
"520160 Araçu";-;-;1;1
"520170 Aragarças";7;5;7;19
"520180 Aragoiânia";2;4;1;7
"520215 Araguapaz";2;7;2;11
"520235 Arenópolis";1;-;1;2
"520250 Aruanã";1;4;2;7
"520260 Aurilândia";1;1;3;5
"520310 Baliza";1;-;-;1
"520320 Barro Alto";3;2;1;6
"520330 Bela Vista de Goiás";3;6;3;12
"520340 Bom Jardim de Goiás";3;4;4;11
"520350 Bom Jesus de Goiás";3;3;4;10
"520355 Bonfinópolis";1;-;2;3
"520360 Brazabrantes";-;1;1;2
"520380 Britânia";4;3;2;9
"520390 Buriti Alegre";6;-;3;9
"520393 Buriti de Goiás";-;-;1;1
"520400 Cabeceiras";2;5;2;9
"520410 Cachoeira Alta";4;1;2;7
"520425 Cachoeira Dourada";8;2;1;11
"520430 Caçu";2;11;5;18
"520440 Caiapônia";3;6;4;13
"520450 Caldas Novas";14;11;15;40
"520460 Campestre de Goiás";-;1;3;4
"520465 Campinaçu";1;-;-;1
"520470 Campinorte";6;3;5;14
"520480 Campo Alegre de Goiás";1;2;2;5
"520490 Campos Belos";4;-;4;8
"520495 Campos Verdes";3;3;-;6
"520500 Carmo do Rio Verde";4;6;5;15
"520505 Castelândia";2;1;2;5
"520510 Catalão";21;11;16;48
"520520 Caturaí";3;3;3;9
"520530 Cavalcante";-;1;2;3
"520540 Ceres";7;8;5;20
"520545 Cezarina";-;1;3;4
"520549 Cidade Ocidental";2;-;4;6
"520551 Cocalzinho de Goiás";-;1;1;2
"520552 Colinas do Sul";-;1;-;1
"520580 Corumbá de Goiás";7;1;4;12
"520590 Corumbaíba";2;3;3;8
"520620 Cristalina";22;18;16;56
"520630 Cristianópolis";1;-;-;1
"520640 Crixás";18;15;7;40
"520650 Cromínia";-;1;1;2
"520660 Cumari";1;-;-;1
"520670 Damianópolis";1;-;-;1
"520680 Damolândia";1;-;-;1
"520830 Divinópolis de Goiás";-;-;1;1
"520725 Doverlândia";2;4;3;9
"520735 Edealina";1;3;-;4
"520740 Edéia";4;1;4;9
"520750 Estrela do Norte";-;2;-;2
"520753 Faina";1;-;-;1
"520760 Fazenda Nova";1;-;-;1
"520780 Firminópolis";2;2;2;6
"520790 Flores de Goiás";3;-;1;4
"520800 Formosa";20;25;34;79
"520810 Formoso";2;3;-;5
"520840 Goianápolis";1;2;7;10
"520850 Goiandira";-;2;2;4
"520860 Goianésia";27;26;13;66
"520870 Goiânia";472;505;674;1651
"520880 Goianira";4;10;9;23
"520890 Goiás";13;10;5;28
"520910 Goiatuba";13;16;15;44
"520915 Gouvelândia";-;1;1;2
"520920 Guapó";6;3;5;14
"520929 Guaraíta";-;2;-;2
"520940 Guarani de Goiás";2;1;-;3
"520960 Heitoraí";-;2;-;2
"520970 Hidrolândia";5;2;3;10
"520980 Hidrolina";1;-;1;2
"520990 Iaciara";3;-;-;3
"520995 Indiara";6;6;3;15
"521000 Inhumas";12;23;16;51
"521010 Ipameri";2;8;8;18
"521020 Iporá";8;4;4;16
"521030 Israelândia";-;1;-;1
"521040 Itaberaí";7;8;11;26
"521056 Itaguari";1;2;-;3
"521060 Itaguaru";1;-;1;2
"521080 Itajá";2;4;1;7
"521090 Itapaci";5;1;-;6
"521100 Itapirapuã";1;3;5;9
"521120 Itapuranga";12;5;5;22
"521130 Itarumã";6;2;1;9
"521140 Itauçu";4;4;4;12
"521150 Itumbiara";30;48;35;113
"521170 Jandaia";1;2;3;6
"521180 Jaraguá";5;8;12;25
"521190 Jataí";15;22;17;54
"521210 Joviânia";2;4;5;11
"521220 Jussara";5;7;6;18
"521230 Leopoldo de Bulhões";-;4;3;7
"521250 Luziânia";149;188;139;476
"521260 Mairipotaba";2;-;1;3
"521270 Mambaí";1;1;1;3
"521280 Mara Rosa";7;7;5;19
"521290 Marzagão";3;-;-;3
"521295 Matrinchã";-;-;1;1
"521300 Maurilândia";6;8;2;16
"521305 Mimoso de Goiás";2;-;-;2
"521308 Minaçu";27;17;15;59
"521310 Mineiros";21;26;19;66
"521340 Moiporá";-;3;-;3
"521350 Monte Alegre de Goiás";-;1;-;1
"521370 Montes Claros de Goiás";1;6;-;7
"521375 Montividiu";1;3;4;8
"521380 Morrinhos";15;14;9;38
"521390 Mossâmedes";1;1;2;4
"521400 Mozarlândia";2;9;5;16
"521410 Mutunópolis";2;1;1;4
"521440 Nazário";1;2;-;3
"521450 Nerópolis";1;8;4;13
"521460 Niquelândia";11;10;11;32
"521470 Nova América";2;1;2;5
"521483 Nova Crixás";2;6;4;12
"521486 Nova Glória";2;1;1;4
"521487 Nova Iguaçu de Goiás";-;1;-;1
"521500 Nova Veneza";1;1;2;4
"521520 Novo Brasil";2;1;-;3
"521525 Novo Planalto";2;1;3;6
"521530 Orizona";1;3;3;7
"521540 Ouro Verde de Goiás";1;-;-;1
"521550 Ouvidor";-;2;1;3
"521560 Padre Bernardo";6;7;14;27
"521565 Palestina de Goiás";1;1;1;3
"521570 Palmeiras de Goiás";4;8;4;16
"521580 Palmelo";-;1;-;1
"521590 Palminópolis";-;-;1;1
"521600 Panamá";-;1;2;3
"521630 Paranaiguara";1;-;6;7
"521640 Paraúna";8;3;1;12
"521680 Petrolina de Goiás";5;1;-;6
"521690 Pilar de Goiás";1;-;1;2
"521710 Piracanjuba";16;6;6;28
"521720 Piranhas";4;8;3;15
"521730 Pirenópolis";9;12;3;24
"521740 Pires do Rio";7;11;9;27
"521760 Planaltina";28;36;34;98
"521770 Pontalina";4;3;5;12
"521800 Porangatu";10;18;9;37
"521810 Portelândia";-;3;4;7
"521830 Posse";6;7;3;16
"521839 Professor Jamil";-;-;3;3
"521850 Quirinópolis";19;12;14;45
"521860 Rialma";4;8;2;14
"521870 Rianápolis";1;-;-;1
"521878 Rio Quente";-;1;-;1
"521880 Rio Verde";49;49;45;143
"521890 Rubiataba";7;3;3;13
"521900 Sanclerlândia";-;-;2;2
"521910 Santa Bárbara de Goiás";2;1;-;3
"521925 Santa Fé de Goiás";-;3;-;3
"521930 Santa Helena de Goiás";6;11;12;29
"521935 Santa Isabel";-;-;4;4
"521940 Santa Rita do Araguaia";-;-;1;1
"521950 Santa Rosa de Goiás";5;4;2;11
"521960 Santa Tereza de Goiás";1;1;-;2
"521970 Santa Terezinha de Goiás";5;4;1;10
"521971 Santo Antônio da Barra";-;-;1;1
"521975 Santo Antônio do Descoberto";32;33;49;114
"521990 São Francisco de Goiás";2;4;-;6
"522000 São João d'Aliança";6;3;1;10
"522010 São Luís de Montes Belos";6;10;6;22
"522015 São Luíz do Norte";-;1;-;1
"522020 São Miguel do Araguaia";10;6;6;22
"522026 São Miguel do Passa Quatro";-;1;1;2
"522040 São Simão";7;11;6;24
"522045 Senador Canedo";19;16;17;52
"522050 Serranópolis";-;2;3;5
"522060 Silvânia";3;9;9;21
"522068 Simolândia";-;1;2;3
"522100 Taquaral de Goiás";-;1;-;1
"522140 Trindade";24;24;30;78
"522150 Turvânia";-;3;-;3
"522155 Turvelândia";-;-;1;1
"522160 Uruaçu";5;10;13;28
"522170 Uruana";3;1;1;5
"522180 Urutaí";5;3;1;9
"522190 Varjão";1;-;2;3
"522200 Vianópolis";2;-;2;4
"522205 Vicentinópolis";4;3;1;8
"520000 Município ignorado - GO";1;8;13;22
"530010 Brasília";926;936;913;2775
"Total";89832;87304;81572;258708
 Fonte: MS/SVS/CGIAE - Sistema de Informações sobre Mortalidade - SIM
